,index,id-pesquisa,nome-pesquisa,id-agregado,nome-agregado
68,2,CA,Censo Agropecuário,2406,"Efetivo de caprinos nos estabelecimentos agropecuários, com agricultura familiar e não familiar, em 31/12, por condição do produtor em relação às terras e grupos de atividade econômica - (MDA)"
69,2,CA,Censo Agropecuário,3288,"Efetivo de caprinos nos estabelecimentos agropecuários, em 31/12, por condição do produtor em relação às terras e grupos de atividade econômica - (MDA - PRONAF)"
70,2,CA,Censo Agropecuário,964,"Efetivo de coelhos nos estabelecimentos agropecuários em 31/12, por condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
71,2,CA,Censo Agropecuário,939,"Efetivo de galinhas, galos, frangas, frangos e pintos nos estabelecimentos agropecuários em 31/12, por condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
72,2,CA,Censo Agropecuário,1671,"Efetivo de galinhas, galos, frangas, frangos e pintos nos estabelecimentos agropecuários em 31/12, por grupos de cabeças e grupos de atividade econômica"
73,2,CA,Censo Agropecuário,2394,"Efetivo de galinhas, galos, frangas, frangos e pintos nos estabelecimentos agropecuários, com agricultura familiar e não familiar, em 31/12, por condição do produtor em relação às terras e grupos de atividade econômica - (MDA)"
74,2,CA,Censo Agropecuário,3174,"Efetivo de galinhas, galos, frangas, frangos e pintos nos estabelecimentos agropecuários, em 31/12, por condição do produtor em relação às terras e grupos de atividade econômica - (MDA - PRONAF)"
75,2,CA,Censo Agropecuário,954,"Efetivo de muares nos estabelecimentos agropecuários em 31/12, por condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
76,2,CA,Censo Agropecuário,948,"Efetivo de outras aves nos estabelecimentos agropecuários em 31/12, por condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
77,2,CA,Censo Agropecuário,946,"Efetivo de outras aves nos estabelecimentos agropecuários por condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
78,2,CA,Censo Agropecuário,4110,"Efetivo de ovinos nos estabelecimentos agropecuários em 31/12, por classificações de médio produtor"
79,2,CA,Censo Agropecuário,966,"Efetivo de ovinos nos estabelecimentos agropecuários em 31/12, por condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
80,2,CA,Censo Agropecuário,1667,"Efetivo de ovinos nos estabelecimentos agropecuários em 31/12, por grupos de cabeças e grupos de atividade econômica"
81,2,CA,Censo Agropecuário,2416,"Efetivo de ovinos nos estabelecimentos agropecuários, com agricultura familiar e não familiar, em 31/12, por condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total - (MDA)"
82,2,CA,Censo Agropecuário,3291,"Efetivo de ovinos nos estabelecimentos agropecuários, em 31/12, por condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total - (MDA - PRONAF)"
83,2,CA,Censo Agropecuário,325,Efetivo dos rebanhos por espécie de efetivo/rebanho e condição do produtor em relação às terras
84,2,CA,Censo Agropecuário,324,Efetivo dos rebanhos por espécie de efetivo/rebanho e grupo de atividade econômica
85,2,CA,Censo Agropecuário,323,Efetivo dos rebanhos por grupos de área total e espécie de efetivo/rebanho
86,2,CA,Censo Agropecuário,950,"Efetivo e Valor dos equinos nos estabelecimentos agropecuários em 31/12, por condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
87,2,CA,Censo Agropecuário,1330,"Estabelecimentos agropecuários com empregados permanentes, segundo indicadores da agricultura familiar e não familiar - FAO"
88,2,CA,Censo Agropecuário,1331,"Estabelecimentos agropecuários com serviços de empreitada por dias de utilização, segundo indicadores da agricultura familiar e não familiar - FAO"
89,2,CA,Censo Agropecuário,1273,"Grupos de área total, segundo indicadores da agricultura familiar e não familiar - FAO"
90,2,CA,Censo Agropecuário,935,"Inseminação artificial e transferência de embriões em vacas nos estabelecimentos agropecuários com mais de 50 bovinos em 31/12 por condição do produtor em relação `as terras, grupos de cabeças, finalidade da criação, grupos de atividade econômica e grupos de área de pastagem"
91,2,CA,Censo Agropecuário,970,"Movimento da apicultura no ano nos estabelecimentos agropecuários por condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
92,2,CA,Censo Agropecuário,3449,Movimento da apicultura no ano nos estabelecimentos agropecuários por indicadores da agricultura familiar e não familiar - FAO
93,2,CA,Censo Agropecuário,2441,"Movimento da apicultura no ano nos estabelecimentos agropecuários, com agricultura familiar e não familiar, por condição do produtor em relação às terras e grupos de atividade econômica - (MDA)"
94,2,CA,Censo Agropecuário,4116,"Movimento da apicultura no ano nos estabelecimentos agropecuários, por classificações de médio produtor"
95,2,CA,Censo Agropecuário,3295,"Movimento da apicultura no ano nos estabelecimentos agropecuários, por condição do produtor em relação às terras e grupos de atividade econômica - (MDA - PRONAF)"
96,2,CA,Censo Agropecuário,972,"Movimento da aquicultura no ano nos estabelecimentos agropecuários por condição do produtor em relação às terras, grupos de área de espelho d'água, ambiente da criação e grupos de atividade econômica"
97,2,CA,Censo Agropecuário,2453,"Movimento da aquicultura no ano nos estabelecimentos agropecuários, com agricultura familiar e não familiar, por condição do produtor em relação às terras, grupos de área de espelho d'água, ambiente da criação e grupos de atividade econômica - (MDA)"
98,2,CA,Censo Agropecuário,1657,"Movimento da aquicultura no ano nos estabelecimentos agropecuários, por condição do produtor em relação às terras, grupos de área de espelho d'água, ambiente da criação e grupos de atividade econômica - (MDA - PRONAF)"
99,2,CA,Censo Agropecuário,974,"Movimento da ranicultura no ano nos estabelecimentos agropecuários por condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
100,2,CA,Censo Agropecuário,953,"Movimento pecuário de asininos no ano nos estabelecimentos agropecuários por condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
101,2,CA,Censo Agropecuário,943,"Movimento pecuário de aves no ano nos estabelecimentos agropecuários por condição do produtor em relação às terras, grupos de cabeças, grupos de atividade econômica e grupos de área total"
102,2,CA,Censo Agropecuário,2401,"Movimento pecuário de aves no ano nos estabelecimentos agropecuários, com agricultura familiar e não familiar, por condição do produtor em relação às terras, finalidade da criação, grupos de cabeças e grupos de atividade econômica - (MDA)"
103,2,CA,Censo Agropecuário,3286,"Movimento pecuário de aves no ano nos estabelecimentos agropecuários, por condição do produtor em relação às terras, finalidade da criação, grupos de cabeças e grupos de atividade econômica - (MDA - PRONAF)"
104,2,CA,Censo Agropecuário,926,"Movimento pecuário de bovinos no ano nos estabelecimentos agropecuários por condição do produtor em relação às terras, grupos de atividade econômica, grupos de área de pastagem e grupos de área total"
105,2,CA,Censo Agropecuário,2370,"Movimento pecuário de bovinos no ano nos estabelecimentos agropecuários, com agricultura familiar e não familiar, por condição do produtor em relação às terras - (MDA)"
106,2,CA,Censo Agropecuário,2379,"Movimento pecuário de bovinos no ano nos estabelecimentos agropecuários, com agricultura familiar e não familiar, por condição do produtor em relação às terras, grupos de atividade econômica e grupos de área de pastagem - (MDA)"
107,2,CA,Censo Agropecuário,2219,"Movimento pecuário de bovinos no ano nos estabelecimentos agropecuários, com agricultura familiar e não familiar, por grupos de área de pastagem e grupos de área total - (MDA)"
108,2,CA,Censo Agropecuário,2218,"Movimento pecuário de bovinos no ano nos estabelecimentos agropecuários, com agricultura familiar e não familiar, por grupos de cabeças e grupos de atividade econômica - (MDA)"
109,2,CA,Censo Agropecuário,923,"Movimento pecuário de bovinos no ano nos estabelecimentos agropecuários, por condição do produtor em relação às terras"
110,2,CA,Censo Agropecuário,1982,"Movimento pecuário de bovinos no ano nos estabelecimentos agropecuários, por condição do produtor em relação às terras - (MDA - PRONAF)"
111,2,CA,Censo Agropecuário,2449,"Movimento pecuário de bovinos no ano nos estabelecimentos agropecuários, por condição do produtor em relação às terras, grupos de atividade econômica e grupos de área de pastagem - (MDA - PRONAF)"
112,2,CA,Censo Agropecuário,783,"Movimento pecuário de bovinos no ano nos estabelecimentos agropecuários, por grupos de área de pastagem e grupos de área total"
113,2,CA,Censo Agropecuário,782,"Movimento pecuário de bovinos no ano nos estabelecimentos agropecuários, por grupos de cabeças e grupos de atividade econômica"
114,2,CA,Censo Agropecuário,931,"Movimento pecuário de bovinos vendidos no ano nos estabelecimentos agropecuários com mais de 50 cabeças em 31/12 por condição do produtor em relação às terras, finalidade da criação, grupos de atividade econômica, grupos de área de pastagem e grupos de área total"
115,2,CA,Censo Agropecuário,930,"Movimento pecuário de bovinos vendidos no ano nos estabelecimentos agropecuários com mais de 50 cabeças em 31/12 por condição do produtor em relação às terras, finalidade da criação, grupos de cabeças, grupos de atividade econômica e grupos de área de pastagem"
116,2,CA,Censo Agropecuário,958,"Movimento pecuário de bubalinos no ano nos estabelecimentos agropecuários por condição do produtor em relação às terras, grupos de cabeças, grupos de atividade econômica e grupos de área total"
117,2,CA,Censo Agropecuário,962,"Movimento pecuário de caprinos no ano nos estabelecimentos agropecuários por condição do produtor em relação às terras, grupos de cabeças, grupos de atividade econômica e grupos de área total"
118,2,CA,Censo Agropecuário,2410,"Movimento pecuário de caprinos no ano nos estabelecimentos agropecuários, com agricultura familiar e não familiar, por condição do produtor em relação às terras, grupos de cabeças e grupos de atividade econômica - (MDA)"
119,2,CA,Censo Agropecuário,4107,"Movimento pecuário de caprinos no ano nos estabelecimentos agropecuários, por classificações de médio produtor"
120,2,CA,Censo Agropecuário,3289,"Movimento pecuário de caprinos no ano nos estabelecimentos agropecuários, por condição do produtor em relação às terras, grupos de cabeças e grupos de atividade econômica - (MDA - PRONAF)"
121,2,CA,Censo Agropecuário,965,"Movimento pecuário de coelhos no ano nos estabelecimentos agropecuários por condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
122,2,CA,Censo Agropecuário,951,"Movimento pecuário de equinos no ano nos estabelecimentos agropecuários por condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
123,2,CA,Censo Agropecuário,940,"Movimento pecuário de galinhas, galos, frangas, frangos e pintos no ano nos estabelecimentos agropecuários por condição do produtor em relação às terras, grupos de cabeças, grupos de atividade econômica e grupos de área total"
124,2,CA,Censo Agropecuário,2395,"Movimento pecuário de galinhas, galos, frangas, frangos e pintos no ano nos estabelecimentos agropecuários, com agricultura familiar e não familiar, por condição do produtor em relação às terras, grupos de cabeças e grupos de atividade econômica - (MDA)"
125,2,CA,Censo Agropecuário,3178,"Movimento pecuário de galinhas, galos, frangas, frangos e pintos no ano nos estabelecimentos agropecuários, por condição do produtor em relação às terras, grupos de cabeças e grupos de atividade econômica - (MDA - PRONAF)"
126,2,CA,Censo Agropecuário,955,"Movimento pecuário de muares no ano nos estabelecimentos agropecuários por condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
127,2,CA,Censo Agropecuário,947,"Movimento pecuário de outras aves no ano nos estabelecimentos agropecuários por condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
128,2,CA,Censo Agropecuário,967,"Movimento pecuário de ovinos no ano nos estabelecimentos agropecuários por condição do produtor em relação às terras, grupos de cabeças, grupos de atividade econômica e grupos de área total"
129,2,CA,Censo Agropecuário,2435,"Movimento pecuário de ovinos no ano nos estabelecimentos agropecuários, com agricultura familiar e não familiar, por condição do produtor em relação às terras, grupos de cabeças e grupos de atividade econômica - (MDA)"
130,2,CA,Censo Agropecuário,4108,"Movimento pecuário de ovinos no ano nos estabelecimentos agropecuários, por classificações de médio produtor"
131,2,CA,Censo Agropecuário,3292,"Movimento pecuário de ovinos no ano nos estabelecimentos agropecuários, por condição do produtor em relação às terras, grupos de cabeças e grupos de atividade econômica - (MDA - PRONAF)"
132,2,CA,Censo Agropecuário,937,"Movimento pecuário de suínos no ano nos estabelecimentos agropecuários por condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
133,2,CA,Censo Agropecuário,2392,"Movimento pecuário de suínos no ano nos estabelecimentos agropecuários, com agricultura familiar e não familiar, por condição do produtor em relação às terras e grupos de atividade econômica - (MDA)"
134,2,CA,Censo Agropecuário,3171,"Movimento pecuário de suínos no ano nos estabelecimentos agropecuários, por condição do produtor em relação às terras e grupos de atividade econômica - (MDA - PRONAF)"
135,2,CA,Censo Agropecuário,540,Número de árvores existentes por espécies da silvicultura e condição do produtor em relação às terras
136,2,CA,Censo Agropecuário,541,Número de árvores existentes por espécies da silvicultura e grupo de atividade econômica
137,2,CA,Censo Agropecuário,542,Número de árvores existentes por espécies da silvicultura e grupos de área total
138,2,CA,Censo Agropecuário,9006,"Número de estabelecimentos agropecuários com apicultura e Venda de produtos, Total de caixas de abelha e Quantidade de mel e cera de abelha, geleia real, própolis e pólen vendidos, por cor ou raça do produtor, condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
139,2,CA,Censo Agropecuário,9270,"Número de estabelecimentos agropecuários com apicultura e Venda de produtos, Total de caixas de abelha e Quantidade de mel e cera de abelha, geleia real, própolis e pólen vendidos, por existência de dirigentes de cor ou raça indígena (produtor ou cônjuge) versus agricultura familiar, condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
140,2,CA,Censo Agropecuário,9148,"Número de estabelecimentos agropecuários com apicultura e Venda de produtos, Total de caixas de abelha e Quantidade de mel e cera de abelha, geleia real, própolis e pólen vendidos, por existência de dirigentes de cor ou raça preta ou parda (produtor ou cônjuge) versus agricultura familiar, condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
141,2,CA,Censo Agropecuário,8811,"Número de estabelecimentos agropecuários com apicultura e Venda de produtos, Total de caixas de abelha e Quantidade de mel e cera de abelha, geleia real, própolis e pólen vendidos, por pertencimento a Terra Indígena (TI) versus Agricultura Familiar, condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
142,2,CA,Censo Agropecuário,8602,"Número de estabelecimentos agropecuários com apicultura e Venda de produtos, Total de caixas de abelha e Quantidade de mel e cera de abelha, geleia real, própolis e pólen vendidos, por pertencimento a Unidade de Conservação (UC) versus Agricultura Familiar, condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
143,2,CA,Censo Agropecuário,6935,"Número de estabelecimentos agropecuários com apicultura e Venda de produtos, Total de caixas de abelha e Quantidade de mel e cera de abelha, geleia real, própolis e pólen vendidos, por tipologia, condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
144,2,CA,Censo Agropecuário,973,"Número de estabelecimentos agropecuários com aquicultura no ano por espécies criadas, condição do produtor em relação às terras, grupos de área de espellho d'água e grupos de atividade econômica"
145,2,CA,Censo Agropecuário,9009,"Número de estabelecimentos agropecuários com aquicultura, por cor ou raça do produtor, espécie criada na aquicultura, condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
146,2,CA,Censo Agropecuário,9273,"Número de estabelecimentos agropecuários com aquicultura, por existência de dirigentes de cor ou raça indígena (produtor ou cônjuge) versus agricultura familiar, espécie criada na aquicultura, condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
147,2,CA,Censo Agropecuário,9151,"Número de estabelecimentos agropecuários com aquicultura, por existência de dirigentes de cor ou raça preta ou parda (produtor ou cônjuge) versus agricultura familiar, espécie criada na aquicultura, condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
148,2,CA,Censo Agropecuário,8814,"Número de estabelecimentos agropecuários com aquicultura, por pertencimento a Terra Indígena (TI) versus Agricultura Familiar, espécie criada na aquicultura, condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
149,2,CA,Censo Agropecuário,8605,"Número de estabelecimentos agropecuários com aquicultura, por pertencimento a Unidade de Conservação (UC) versus Agricultura Familiar, espécie criada na aquicultura, condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
150,2,CA,Censo Agropecuário,6938,"Número de estabelecimentos agropecuários com aquicultura, por tipologia, espécie criada na aquicultura, condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
151,2,CA,Censo Agropecuário,8967,"Número de estabelecimentos agropecuários com área e Área dos estabelecimentos agropecuários, por cor ou raça do produtor, utilização das terras, condição do produtor em relação às terras, grupos de atividade econômica e origem da orientação técnica recebida"
152,2,CA,Censo Agropecuário,8968,"Número de estabelecimentos agropecuários com área e Área dos estabelecimentos agropecuários, por cor ou raça do produtor, utilização das terras, sexo do produtor e grupos e classes de atividade"
